id,name,email,date,score,amount,category
318,  jordan miller  ,..jordan.miller..@sample.org,27/02/2020,6,$613.80,retail
319,Lee Jones, lee.jones@test.net ,2020/10/10,19,653.81,Wholesale
320,,..CASEY.MARTINEZ..@SAMPLE.ORG,2021-01-29,96,"$1,794.24", wholesale 
321,  Parker Rodriguez  , ..PARKER.RODRIGUEZ..@EXAMPLE.COM ,12-17-2022,12,$574.28, E-Commerce 
322,ALEX ANDERSON,alex.anderson@test.net,2020-09-04,,988.49,Retail
323,, ..alex.jones..@mail.com ,26/07/2023,69,1565.14,wholesale
323,, ..alex.jones..@mail.com ,26/07/2023,69,1565.14,wholesale
324,Drew Garcia,drew.garcia@sample.org,2021-07-30,8,$793.63,retail
325,Drew Martinez,drew.martinez@test.net,2021/03/07,88, 1845 ,Retail
326,Parker Martinez,,08-21-2024,NA,$253.90,retail
327,  Lee Martinez  ,..LEE.MARTINEZ..@TEST.NET,12/12/2023,3544,$226.34,wholesale
328,jordan wilson,jordan.wilson@mail.com,2024-10-02,68, 1363 ,Wholesale
329,Casey Johnson,casey.johnson@example.com,2022/05/10,42,"$1,145.78",e-comm
330,jordan martinez,jordan.martinez@example.com,27/05/2021,43,1644.16,Retail
331,Alex Smith, alex smith@mail com ,2023/06/04,,"$1,700.61",wholesale
332,Drew Wilson, drew.wilson@example.com ,2020-07-29,24,256.33,Wholesale
333,Chris Rodriguez,chris.rodriguez@mail.com,2022-01-25,18,1016.68,Wholesale
334,Sam Anderson, sam.anderson@sample.org ,2022-07-19,2127,"$1,387.98",retail
335,  taylor smith  ,..taylor.smith..@example.com,,25,$441.80,retail
336,  Robin Williams  ,..robin.williams..@mail.com,15/09/2023,3853,"$1,757.38",retail
337,chris martinez, chris.martinez@mail.com ,2021-05-21,16,1936.93,Retail
338,  Parker Rodriguez  ,..parker.rodriguez..@sample.org,08-28-2022,74,418.36,retail
339,jamie johnson,JAMIE.JOHNSON@SAMPLE.ORG,2021/11/19,47,$637.46,retail
340,  JAMIE MARTINEZ  ,  JAMIE MARTINEZ  @EXAMPLE COM,,98,552.56,E-Commerce
341,  Chris Davis  ,..chris.davis..@mail.com,2021/03/05,70,"$1,446.41", E-Commerce 
342,quinn rodriguez,QUINN.RODRIGUEZ@SAMPLE.ORG,09-04-2024,87,1526.87, wholesale 
343,Robin Taylor,robin.taylor@test.net,2021/01/20,57,$612.77,e-comm
344,CHRIS JONES, chris jones@test net ,2024/10/26,1357,"$1,075.22",Retail
345,ROBIN GARCIA,robin.garcia@mail.com,16/01/2020,,1054.08,Wholesale
346,Quinn Anderson,QUINN.ANDERSON@MAIL.COM,2022/06/03,89,790.13, E-Commerce 
347,Drew Brown, DREW.BROWN@EXAMPLE.COM ,04-18-2024,26,$927.02,e-comm
348,casey johnson,CASEY.JOHNSON@TEST.NET,2021/05/11,,$345.33, Retail 
349,casey williams,CASEY.WILLIAMS@MAIL.COM,2022-12-06,6,$102.09,retail
350,riley brown, riley.brown@example.com ,2020-12-08,41,1255.44,Wholesale
351,  Riley Smith  , ..riley.smith..@sample.org ,2021/03/23,13,1583.56,ONLINE
352,Avery Williams, avery.williams@sample.org ,2020/02/06,29,"$1,410.74",Retail
353,  Alex Williams  ,..alex.williams..@mail.com,06-27-2022,100,1044.14,ONLINE
354,Drew Martinez,drew.martinez@mail.com,2022-06-24,24, 1984 ,retail
355,  casey williams  ,..casey.williams..@mail.com,02-16-2021,46,$339.69,wholesale
356,,CHRIS.JOHNSON@MAIL.COM,2021/09/18,61,$277.63,retail
357,Chris Anderson,CHRIS.ANDERSON@EXAMPLE.COM,27/02/2022,32,"$1,504.40",e-comm
358,MORGAN GARCIA,morgan.garcia@example.com,21/07/2022,84,29.61,Wholesale
359,Quinn Davis,quinn.davis@test.net,2024-01-30,,$541.70,e-comm
360,  Jamie Davis  ,..JAMIE.DAVIS..@SAMPLE.ORG,2022-10-26,,405.88,retail
361,,taylor.johnsonsample.org,2024-04-06,0,"$1,579.47",retail
362,Riley Wilson,riley.wilson@sample.org,2022-02-14,1120,11.15,E-Commerce
363,Quinn Brown, quinn.brown@test.net ,07-30-2023,5,1472.95,Wholesale
364,Robin Anderson,robin.anderson@mail.com,2024-05-26,null,1665.55, Wholesale 
365,parker martinez,parker.martinez@example.com,04-18-2024,60,1342.85,e-comm
366,Lee Johnson,lee.johnson@test.net,13/06/2022,11, 684 ,Retail
367,LEE RODRIGUEZ, lee.rodriguez@sample.org ,21/09/2023,58,"$1,633.22",retail
368,Avery Smith,avery.smith@example.com,16/07/2023,48,"$1,621.37",e-comm
369,Taylor Garcia,taylor.garcia@mail.com,2023/10/20,abc,148.29,retail
370,Alex Anderson, alex.anderson@test.net ,22/03/2021,92,208.39,Wholesale
371,TAYLOR SMITH,taylor.smith@test.net,2020-03-10,88,349.11,E-Commerce
372,  sam miller  ,..sam.miller..mail.com,2021-07-14,61,"$1,406.96", retail 
373,Alex Davis,alex davis@test net,2024-08-03,84, 365 ,wholesale
374,CASEY TAYLOR,CASEY.TAYLOR@SAMPLE.ORG,2023-09-09,66, 590 ,Wholesale
375,  jordan martinez  , ..jordan.martinez..@sample.org ,04/02/2023,93,$153.35,Wholesale
376,TAYLOR RODRIGUEZ,taylor.rodriguez@mail.com,13/11/2022,100, 57 ,Retail
377,PARKER JONES,parker.jones@example.com,2020-08-03,39,"$1,614.56",ONLINE
378,PARKER DAVIS, PARKER.DAVIS@TEST.NET ,17/11/2022,72,110.46,e-comm
379,Sam Rodriguez,sam.rodriguez@mail.com,04-12-2022,,"$1,890.01", Retail 
380,DREW ANDERSON,drew.anderson@example.com,2024-03-07,95,1988.47,wholesale
381,  DREW BROWN  ,..drew.brown..@sample.org,2022-02-03,69,"$1,716.32",Wholesale
382,Drew Martinez,DREW MARTINEZ@TEST NET,09-03-2021,92,$712.29, Wholesale 
382,Drew Martinez,DREW MARTINEZ@TEST NET,09-03-2021,92,$712.29, Wholesale 
383,Parker Martinez,PARKER.MARTINEZ@SAMPLE.ORG,2020/08/10,17,$870.75,E-Commerce
384,Alex Williams,alex.williams@sample.org,28/10/2023,abc,1006.21, Wholesale 
385,ROBIN BROWN,robin.brown@example.com,2024/04/07,65,$565.87,ONLINE
386,avery anderson, AVERY.ANDERSON@MAIL.COM ,28/01/2021,11,763.8,retail
387,  Riley Jones  ,..RILEY.JONES..@EXAMPLE.COM,20/10/2021,77,373.76, ONLINE 
388,Parker Miller,parker.miller@mail.com,2024-12-21,15,1936.82,retail
389,  parker brown  ,,10-13-2024,91,$875.07,wholesale
390,Lee Smith,lee.smith@test.net,,71,$804.69, retail 
391,Avery Rodriguez, AVERY.RODRIGUEZ@SAMPLE.ORG ,05-02-2021,35,544.52,retail
392,Riley Johnson,riley.johnson@mail.com,2020-04-27,35,1943.35,E-Commerce
393,robin martinez,robin.martinez@sample.org,2024/03/21,92,$300.93, Wholesale 
394,  robin jones  , ..ROBIN.JONES..@TEST.NET ,,51,1055.92, wholesale 
395,Parker Johnson,PARKER.JOHNSON@EXAMPLE.COM,2021-11-24,72,"$1,631.85", Wholesale 
396,Jordan Rodriguez,jordan.rodriguezmail.com,28/02/2022,87, 1769 ,retail
397,  Riley Johnson  , ..riley.johnson..@sample.org ,,13,"$1,001.01",ONLINE
398,Riley Williams,RILEY.WILLIAMS@TEST.NET,01-28-2024,16,$773.11,Wholesale
399,Drew Brown,drew.brown@test.net,2023/04/04,,"$1,407.67",Retail
400,Drew Miller,DREW.MILLER@MAIL.COM,12/05/2022,95,1924.29,Retail
401,  LEE WILLIAMS  ,,16/04/2024,67,$602.52,ONLINE
402,TAYLOR RODRIGUEZ,taylor.rodriguez@test.net,10-24-2022,20,$188.41,retail
403,Lee Johnson,LEE.JOHNSON@TEST.NET,2023/08/17,9,"$1,558.70",retail
404,jamie brown, jamie.brown@example.com ,2021-10-06,45,1917.68,Wholesale
405,jordan rodriguez, jordan.rodriguez@test.net ,26/11/2020,80,1438.33, e-comm 
406,Jamie Taylor, jamie.taylor@sample.org ,2023/12/30,914,1916.24,Retail
407,JORDAN GARCIA,jordan garcia@mail com,25/05/2020,60,"$1,527.48",retail
408,LEE MARTINEZ,lee.martinez@sample.org,2021-06-22,94, 1401 ,Retail
409,Jordan Miller, JORDAN.MILLER@TEST.NET ,2022/03/23,40,"$1,210.72",e-comm
410,RILEY WILSON,riley.wilson@sample.org,2021-03-09,34,$356.33,ONLINE
411,casey williams, casey.williams@sample.org ,2022/05/08,20,876.38, E-Commerce 
412,Riley Martinez,riley.martinezsample.org,10-19-2022,3629,529.29,E-Commerce
413,Morgan Davis,morgan.davis@mail.com,2023-03-27,38,1006.66,e-comm
414,Riley Johnson,riley.johnson@mail.com,2023/11/11,12,"$1,612.85", e-comm 
415,Robin Garcia,robin.garcia@test.net,22/08/2020,3172,1935.39,E-Commerce
416,Casey Martinez,CASEY.MARTINEZ@TEST.NET,2020-03-07,null,673.5,retail
417,Chris Williams,chris.williams@test.net,22/07/2020,100,1525.53,retail
418,  Alex Wilson  ,..alex.wilson..test.net,07-23-2023,28,"$1,073.16",E-Commerce
419,  Alex Martinez  ,..alex.martinez..@example.com,2020-07-09,26,$984.62,Retail
420,SAM TAYLOR,sam.taylor@example.com,2023-06-11,,$63.96,wholesale
421,Avery Williams,avery.williams@sample.org,2024/07/14,1881,$503.94,E-Commerce
422,Parker Brown,parker.brown@test.net,2020/08/08,47,"$1,639.59",Retail
423,jamie miller, jamie.miller@test.net ,09-07-2023,NA,24.22,retail
424,JAMIE BROWN,jamie.brown@example.com,06-10-2022,,999.81,Retail
425,Lee Smith,lee.smithtest.net,2021-11-21,53,552.97,wholesale
426,  Robin Johnson  , ..ROBIN.JOHNSON..MAIL.COM ,2021/10/23,92,740.91,e-comm
427,Riley Anderson, riley.anderson@mail.com ,15/10/2021,3685,1275.62,retail
428,casey taylor,casey.taylor@mail.com,2020-06-08,1,$938.96, Wholesale 
429,casey anderson,casey.anderson@mail.com,12/11/2024,35,1374.1, Retail 
430,Alex Garcia,alex.garcia@example.com,06-01-2022,12, 768 ,retail
431,  robin brown  ,..robin.brown..@example.com,18/07/2021,51,207.1,ONLINE
432,ALEX JOHNSON, alex.johnson@sample.org ,2023-10-27,58,$30.41, ONLINE 
432,ALEX JOHNSON, alex.johnson@sample.org ,2023-10-27,58,$30.41, ONLINE 
433,  Riley Garcia  ,..RILEY.GARCIA..EXAMPLE.COM,18/08/2021,18,204.48,Wholesale
434,Riley Jones,riley.jones@test.net,12/02/2020,1460,$717.60,wholesale
435,Robin Johnson, robin.johnson@test.net ,10-22-2023,53,$556.11,wholesale
436,Parker Miller,,01/07/2023,37,$86.70, wholesale 
437,Drew Jones, drew.jones@mail.com ,10/02/2024,2682,$441.62,ONLINE
438,drew jones,DREW.JONES@SAMPLE.ORG,27/05/2021,39,1135.5,Wholesale
439,Robin Anderson, robin.anderson@test.net ,2024/04/19,38,"$1,162.74",wholesale
440,Alex Garcia,alex garcia@example com,08-07-2020,abc, 1383 ,wholesale
441,SAM WILLIAMS,,2024/07/07,8,"$1,209.56",Retail
442,Sam Williams,sam.williams@test.net,2023-07-26,,345.7,Wholesale
443,Chris Anderson,,01-23-2020,84,90.05,Wholesale
444,  Drew Anderson  ,..drew.anderson..@mail.com,04/01/2024,null,"$1,847.34",E-Commerce
445,parker martinez, parker.martinez@sample.org ,01/03/2020,63,955.44,E-Commerce
446,  CHRIS JOHNSON  ,..chris.johnson..@example.com,01/03/2020,48, 1277 ,Wholesale
447,Morgan Johnson, MORGAN.JOHNSONMAIL.COM ,2024/05/04,3091,374.68,e-comm
448,Drew Rodriguez, drew.rodriguez@test.net ,11-25-2022,6,$665.18,ONLINE
449,Jordan Rodriguez,JORDAN.RODRIGUEZ@SAMPLE.ORG,2020/08/15,545,$69.39,retail
450,robin smith,ROBIN.SMITH@EXAMPLE.COM,2024-02-23,16,$88.27,wholesale
451,  DREW SMITH  ,..drew.smith..@test.net,2020/04/16,55,"$1,101.34",Retail
452,morgan johnson,MORGAN.JOHNSON@EXAMPLE.COM,2024-07-22,23,631.68, ONLINE 
453,Morgan Garcia,morgan.garcia@mail.com,02-03-2023,34,"$1,085.13",ONLINE
454,  Jamie Brown  ,..jamie.brown..mail.com,,4,"$1,178.54", Retail 
455,Chris Williams, chris.williams@example.com ,05-31-2023,2073,"$1,515.72",E-Commerce
456,Jamie Davis,jamie.davis@test.net,16/06/2021,30,35.29,Retail
457,Casey Martinez,casey.martinez@example.com,25/06/2021,1,"$1,931.94",E-Commerce
458,JORDAN GARCIA, jordan.garcia@test.net ,2023-06-19,, 1722 ,e-comm
459,  jamie anderson  ,..JAMIE.ANDERSON..@TEST.NET,03-14-2023,9,"$1,752.33",ONLINE
460,CASEY WILSON,CASEY.WILSON@MAIL.COM,07-12-2024,null,"$1,880.18", wholesale 
461,Drew Brown,DREW.BROWN@TEST.NET,2024-06-22,66,542.02,retail
462,Avery Brown,avery.brown@example.com,2023/08/31,53,1656.5,retail
463,RILEY JOHNSON,riley.johnson@test.net,2024/11/29,33,"$1,424.21", Retail 
464,Quinn Rodriguez,quinn.rodriguez@test.net,11-20-2021,92,"$1,478.80",Wholesale
465,Avery Williams,AVERY.WILLIAMS@EXAMPLE.COM,2023/10/12,65,562.2,Wholesale
466,  riley davis  ,..riley.davis..@mail.com,2021-10-05,36,880.64,ONLINE
467,quinn rodriguez, quinn.rodriguezmail.com ,02-20-2021,93,$256.73,Retail
468,taylor jones, taylor.jones@example.com ,11-16-2020,65,152.81,Retail
469,  DREW MARTINEZ  ,..drew.martinez..@mail.com,,23,$568.79,Retail
470,Taylor Smith,taylor.smith@mail.com,01-03-2021,4273,982.99,wholesale
471,  SAM MILLER  ,..sam.miller..@sample.org,2020/09/19,3675,"$1,376.01",ONLINE
472,Riley Davis,riley.davis@example.com,2024-08-03,, 1074 ,wholesale
473,, RILEY.MILLER@MAIL.COM ,2023/01/02,20,$666.35,e-comm
474,,alex.williamsmail.com,2022/02/12,34,157.67,e-comm
475,Morgan Wilson,,2023/09/05,28,"$1,124.19",e-comm
476,JORDAN GARCIA, jordan.garcia@mail.com ,09-28-2021,10,342.67, retail 
477,Alex Taylor,alex.taylormail.com,2024-11-19,71,"$1,093.45",e-comm
478,  drew johnson  , ..drew.johnson..@example.com ,2022-06-15,21,"$1,051.56",E-Commerce
479,Robin Jones,robin.jones@mail.com,06-11-2023,59,663.7, retail 
480,  alex jones  ,..ALEX.JONES..@TEST.NET,2020-11-16,28,$33.19,ONLINE
481,  Casey Rodriguez  , ..casey.rodriguez..@mail.com ,2023-02-28,82,663.67,ONLINE
481,  Casey Rodriguez  , ..casey.rodriguez..@mail.com ,2023-02-28,82,663.67,ONLINE
482,  MORGAN BROWN  , ..MORGAN.BROWN..@MAIL.COM ,16/04/2020,85,608.6,Wholesale
483,Drew Wilson,drew.wilson@sample.org,09-30-2022,55,360.13,E-Commerce
484,  CHRIS MILLER  ,..CHRIS.MILLER..@TEST.NET,2021-11-03,4418, 1844 ,ONLINE
485,Lee Smith,lee.smith@test.net,2024-03-17,91, 1474 ,Wholesale
486,Casey Brown,CASEY.BROWN@SAMPLE.ORG,01-18-2024,3602, 836 ,retail
487,morgan anderson, morgan.anderson@example.com ,2022-08-12,14,$369.09,ONLINE
488,Jordan Anderson,jordan.anderson@mail.com,02-15-2022,40,"$1,671.37", retail 
489,Riley Taylor,riley.taylormail.com,06/01/2023,82,"$1,593.56",e-comm
490,Morgan Garcia,morgan.garcia@mail.com,2023/02/28,2940,1404.07, Retail 
491,Taylor Garcia,taylor.garcia@test.net,27/08/2022,43,$805.30,retail
492,CHRIS WILSON, chris.wilson@mail.com ,09-20-2023,11,1532.82,retail
493,  Quinn Brown  , ..QUINN.BROWN..SAMPLE.ORG ,2023/01/31,3382,1663.54,Retail
494,Robin Anderson,robin.anderson@sample.org,30/03/2021,43,8.18,Retail
495,Robin Williams,robin.williamstest.net,,abc,"$1,613.43", e-comm 
496,Sam Smith,sam.smith@example.com,2023/05/21,null, 1689 ,retail
497,, drew.anderson@test.net ,2024/11/12,76,$508.39,ONLINE
498,ALEX WILSON, ALEX.WILSON@TEST.NET ,28/01/2024,35,918.77,E-Commerce
499,Lee Anderson,lee.anderson@example.com,2022-03-31,92,1766.44,Retail
500,  AVERY TAYLOR  , ..avery.taylor..@test.net ,2022-10-24,2634,$549.00,Retail
501,  JORDAN BROWN  ,..jordan.brown..@sample.org,05-11-2022,71,$684.49, Wholesale 
502,  Chris Smith  ,..chris.smith..@test.net,12-20-2022,abc,"$1,350.63",wholesale
503,Casey Rodriguez, casey.rodriguez@mail.com ,21/03/2022,37,322.44,Wholesale
504,Robin Johnson,robin.johnson@sample.org,2022/04/07,57,"$1,747.32",Retail
505,Robin Davis,robin.davis@mail.com,2023/05/12,31,1252.86,Retail
506,  Taylor Garcia  ,..taylor.garcia..@mail.com,2021/02/27,56,1594.52,Retail
507,Jordan Smith,JORDAN.SMITH@TEST.NET,2021-06-16,68, 880 ,E-Commerce
508,  robin garcia  ,..robin.garcia..@sample.org,18/01/2024,18,"$1,592.13",Retail
509,Riley Jones,riley.jones@sample.org,10-30-2020,4916,$728.63, e-comm 
510,AVERY WILLIAMS,avery.williamsmail.com,2023-04-11,95,"$1,036.05",retail
511,Drew Garcia,DREW.GARCIA@TEST.NET,02/12/2021,35,"$1,458.88",retail
512,  parker taylor  ,..PARKER.TAYLOR..@EXAMPLE.COM,05-17-2020,94,163.5,wholesale
513,avery anderson,AVERY ANDERSON@SAMPLE ORG,10/05/2020,29,"$1,524.55",Retail
514,  JORDAN GARCIA  ,..JORDAN.GARCIA..@TEST.NET,2020/08/16,81,$915.23,E-Commerce
515,Robin Jones,ROBIN.JONES@SAMPLE.ORG,2021/01/08,4474,$943.66,Retail
516,  quinn williams  ,..quinn.williams..@sample.org,07-29-2020,86,316.99, E-Commerce 
517,chris taylor,chris.taylor@sample.org,08-25-2024,, 16 ,Wholesale
518,Avery Jones, avery.jones@test.net ,2021/03/16,31,1447.08,Retail
519,lee davis,lee.davis@sample.org,2024-12-08,abc,1649.5, wholesale 
520,,jamie.jones@sample.org,10/03/2024,58,401.98,wholesale
521,  Jamie Smith  ,..jamie.smith..@test.net,2021/10/31,8,1132.79, wholesale 
522,MORGAN TAYLOR,morgan.taylor@test.net,08-25-2023,,1563.32,Retail
523,Quinn Brown,quinn.brown@mail.com,07/12/2024,39,57.32, E-Commerce 
524,  MORGAN JONES  ,..MORGAN.JONES..@MAIL.COM,2022-06-19,56,"$1,709.11",Retail
525,,..taylor.rodriguez..@mail.com,03-15-2024,11,$722.92,Retail
526,Casey Johnson,casey.johnson@example.com,02-02-2020,671,$285.77, wholesale 
527,Morgan Anderson,MORGAN.ANDERSON@MAIL.COM,06/11/2020,1630,$64.81,Wholesale
528,DREW GARCIA,drew.garcia@example.com,13/12/2020,28,"$1,976.44",Wholesale
529,Alex Jones,alex.jones@sample.org,2024-01-07,73,$442.53,retail
530,MORGAN JONES,morgan.jones@test.net,12-14-2024,54,294.72,e-comm
531,  ALEX TAYLOR  ,..alex.taylor..@test.net,2024/07/31,79,882.53,wholesale
532,Jamie Garcia,jamie garcia@sample org,17/01/2023,1210, 245 ,ONLINE
533,  CHRIS RODRIGUEZ  ,..chris.rodriguez..@example.com,16/05/2024,6,$728.50, wholesale 
534,Drew Taylor,drew.taylor@test.net,03-31-2022,53,$938.67, ONLINE 
535,jordan smith,jordan.smith@mail.com,2021/05/11,50,$500.90,retail
536,Taylor Brown,taylor.brown@example.com,2024/04/29,15,"$1,222.02",E-Commerce
537,Jordan Martinez, jordan.martinez@test.net ,02-07-2024,abc,1674.23, e-comm 
538,Riley Davis,riley.davis@example.com,10/10/2022,13,"$1,653.39",wholesale
539,  lee taylor  ,..lee.taylor..@mail.com,2022/05/13,,1705.2,Wholesale
540,  Riley Johnson  ,..riley.johnson..@test.net,12-05-2021,57,652.4,E-Commerce
541,Riley Taylor,riley.taylor@sample.org,04-11-2021,92,815.1,E-Commerce
542,  Parker Williams  ,..parker.williams..@sample.org,29/03/2024,25,1424.77,E-Commerce
543,  Avery Taylor  ,..AVERY.TAYLOR..@MAIL.COM,09-29-2023,88,$494.48,e-comm
544,  Sam Davis  ,..sam.davis..@mail.com,2024/12/24,46,$530.80,retail
545,morgan taylor,MORGAN.TAYLOR@TEST.NET,04-11-2021,70,$451.81, E-Commerce 
546,jamie garcia,jamie garcia@mail com,07-19-2021,91, 865 ,Wholesale
547,drew rodriguez, drew.rodriguez@sample.org ,03-25-2024,NA,1229.63, e-comm 
548,  Drew Garcia  ,..drew.garcia..@test.net,2022/04/14,43,$625.83,Wholesale
549,Robin Johnson,ROBIN.JOHNSON@EXAMPLE.COM,10-30-2023,67,$657.09,E-Commerce
550,TAYLOR RODRIGUEZ,taylor.rodriguez@mail.com,17/12/2023,abc,$65.53,wholesale
551,  robin williams  ,..robin.williams..@mail.com,2022/07/20,4842,$135.60,retail
552,Drew Garcia,DREW.GARCIA@EXAMPLE.COM,,36,$898.57,e-comm
553,Casey Garcia,CASEY.GARCIA@EXAMPLE.COM,20/09/2021,68,"$1,933.70",ONLINE
554,Taylor Rodriguez,TAYLOR.RODRIGUEZ@EXAMPLE.COM,2021-10-17,73,36.11, e-comm 
555,Taylor Davis,taylor.davis@example.com,2021/06/12,80,1880.84,Wholesale
556,Sam Jones, sam.jones@test.net ,2020-08-22,NA,$370.80,e-comm
557,lee jones,lee.jones@mail.com,2020-09-17,29,$779.19,e-comm
558,  Alex Martinez  , ..ALEX.MARTINEZ..@MAIL.COM ,11-08-2020,22,405.3,retail
559,alex garcia, alex.garcia@mail.com ,2023-11-03,79,"$1,449.54", Retail 
560,parker wilson,parker.wilsonexample.com,2023/03/16,57,$479.15,ONLINE
561,  RILEY BROWN  ,..riley.brown..@test.net,2020/02/12,58,1760.21,retail
562,Sam Davis,sam.davis@mail.com,26/01/2021,100,1801.21,Wholesale
563,  Drew Taylor  ,..DREW.TAYLOR..@SAMPLE.ORG,2022/11/25,88,"$1,136.95",e-comm
564,RILEY GARCIA,riley.garcia@test.net,2024-02-14,NA,47.82,ONLINE
565,Quinn Johnson,quinn.johnson@test.net,26/07/2020,53,"$1,820.91",wholesale
566,  robin williams  ,..robin.williams..@test.net,04-15-2023,23,$44.61,e-comm
567,casey martinez,casey.martinez@mail.com,2024-05-29,4352,36.83,retail
568,riley williams,riley.williams@test.net,2024/04/04,4,1956.61,Retail
569,Chris Miller,,01-12-2024,34,902.5,ONLINE
570,  jordan williams  ,..JORDAN.WILLIAMS..EXAMPLE.COM,2024-11-17,58,665.15,Retail
571,  alex davis  , ..alex.davis..@example.com ,01/08/2024,90,579.69,Retail
572,  Lee Brown  ,..lee.brown..@mail.com,03-19-2022,36,$505.64,retail
573,Jordan Garcia,jordan garcia@test net,2020-01-25,null,1397.66,wholesale
574,  Parker Garcia  ,..parker.garcia..mail.com,08-03-2022,abc,929.93,retail
575,QUINN MARTINEZ,quinn.martinez@mail.com,2020/02/03,25,$787.50,E-Commerce
576,taylor garcia,taylor.garcia@example.com,16/10/2020,27,$30.87,retail
577,  Riley Anderson  ,  riley anderson  @test net,03-04-2021,2860,1269.57,ONLINE
578,robin wilson,robin.wilson@mail.com,2024-12-28,3446, 1502 ,Wholesale
579,Morgan Taylor, morgan.taylor@example.com ,2021/12/30,null,$971.97,wholesale
580,Alex Anderson,alex.anderson@mail.com,01-23-2020,3,"$1,289.76",ONLINE
581,PARKER MILLER,parker.miller@test.net,2020-02-04,61,633.96,e-comm
582,riley wilson, riley.wilson@mail.com ,28/07/2020,96,$717.38,ONLINE
583,Taylor Rodriguez,taylor.rodriguez@example.com,2020-04-25,,$959.99,E-Commerce
584,ROBIN DAVIS,ROBIN.DAVIS@TEST.NET,03/03/2021,89,1763.89,Wholesale
585,jamie davis,jamie.davis@sample.org,08-25-2023,83,"$1,541.18", Retail 
586,Avery Jones,AVERY.JONES@SAMPLE.ORG,03-06-2023,1,$365.93,Wholesale
587,Sam Garcia, SAM GARCIA@MAIL COM ,2020-03-04,300,$610.38,wholesale
588,Riley Johnson,riley.johnson@example.com,22/12/2024,87, 1761 , Retail 
589,  Avery Wilson  , ..avery.wilson..@example.com ,,660,1314.94,e-comm
590,SAM TAYLOR,sam.taylor@test.net,2024-01-05,47,$947.59,e-comm
591,Lee Davis,lee.davis@mail.com,2023/01/15,77,279.59,Wholesale
592,Robin Williams,robin.williams@mail.com,10/06/2024,53,1981.06, wholesale 
593,RILEY GARCIA,riley.garcia@test.net,2021/12/20,2149,"$1,282.74",E-Commerce
594,Sam Williams,sam.williams@test.net,26/07/2024,15, 1656 ,Wholesale
595,CHRIS MILLER,chris.miller@test.net,2020/03/05,89,1596.67,Wholesale
596,alex garcia,alex garcia@example com,2020/07/11,77,$73.51,E-Commerce
597,  ROBIN TAYLOR  ,..robin.taylor..@mail.com,2023-01-02,66,"$1,805.01", retail 
598,SAM GARCIA, SAM.GARCIA@MAIL.COM ,2021/11/27,89,$236.60,retail
599,Alex Anderson,ALEX.ANDERSON@EXAMPLE.COM,2023/12/08,85,805.65, retail 
600,riley rodriguez, RILEY.RODRIGUEZ@MAIL.COM ,18/02/2021,50, 125 ,e-comm
